Item Name,SKU,Brand,Spec,Cat_ID,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Activate
โคมผนังคาด(ดำ) O-3230-BK 12W/ww    , ผน-53230-BKW,,,,,,,,,
โคมผนังคาด(ขาว) O-3230-WH 12W/DL   , ผน-53230-WHD,,,,,,,,,
โคมผนังคาด(ขาว) O-3230-WH 12W/ww   , ผน-53230-WHW,,,,,,,,,
โคมผนัง_รีดำ O-3234-BK 10W/DL      , ผน-53234-BKD,,,,,,,,,
โคมผนัง_รีดำ O-3234-BK 10W/ww      , ผน-53234-BKW,,,,,,,,,
โคมผนัง_รีขาว O-3234-WH 10W/DL     , ผน-53234-WHD,,,,,,,,,
โคมผนัง-รีขาว O-3234-WH 10W/ww     , ผน-53234-WHW,,,,,,,,,
โคมผนังSolarSensorLED20 85303      , ผน-58530-3,,,,,,,,,
โคมผนัง LT-FC1072                  , ผน-71072-BK,,,,,,,,,
โคมผนัง LT-FC2013                  , ผน-72013-BK,,,,,,,,,
โคมผนัง-ดำ/แก้วชา 2040/1 EJ        , ผน-72040-1,,,,,,,,,
โคมผนังทรงครึ่ง(2ช)8021/2 EJ       , ผน-78021-1,,,,,,,,,
ฝา WEG6803MH/เทา Pana/3ช่อง        , ฝา-68031-MHG,Panasonic,,1410,,,,,,
เพดานสมาร์ทสพีคเกอร์+ลำโพง         , พด-00000-36,,,,,,,,,
เพดานมัลติสมาร์ท กุหลาบ            , พด-00000-40,,,,,,,,,
โคมเพดาน2x50W #แพนซี่ 3แสง+รีโมท   , พด-00000-50,CEL,,2010,,,,,,
โคมเพดาน2x50W #สเวิล 3แสง+รีโมท    , พด-00000-51,,,,,,,,,
โคมเพดาน60W สเตลล่า+รีโมท*หรี่   ใส, พด-00000-60,CEL,,2010,,,,,,
โคมเพดาน60W ฟลอเรท+รีโมท*หรี่   ฝ้า, พด-00000-61,,,,,,,,,
"เพดาน C103 Red,Blue,Yellow,White   ", พด-00103-,CEL,,2010,,,,,,
เพดาน แก้วฝ้านูน JH157 T.   E27x3  , พด-00157-,,,,,,,,,
เพดาน ขอบกระจก-แก้วชบา JH159 T.    , พด-00159-,CEL,,2010,,,,,,
เพดาน ขอบเหลือง-ผิวส้ม C688 T.     , พด-00688-,,,,,,,,,
เพดาน ขอบขาว 32W C4-026            , พด-04026-,,,,,,,,,
เพดาน กจ.เงา ดอกหญ้า 5793 T.       , พด-05793-,CEL,,2010,,,,,,
เพดาน32W A-6006ขอบ กจ.             , พด-06006-,CEL,,2010,,,,,,
เพดาน วอลนัท 32W C86-94C           , พด-08694-,CEL,,2010,,,,,,
เพดาน [ ]RC091/597 PL.             , พด-10091-1,,,,,,,,,
เพดาน QCG303 น้ำตาล PL.            , พด-10303-,Philips,,2010,,,,,,
เพดาน TCG700ทอง+หลอดT5-25W         , พด-10700-G,Philips,,2010,,,,,,
เพดาน TCG700เงิน+หลอดT5-25W        , พด-10700-S,,,,,,,,,
เพดาน TCG701 Philips *TND24W       , พด-10701-,Philips,,2010,,,,,,
เพดาน QCZ803 E14 PL.               , พด-10803-,,,,,,,,,
เพดาน ครบชุด30344(ไม้) PL.         , พด-13034-41,,,,,,,,,
"เพดาน (13"")LED18W/DL bioBulb       ", พด-20013-D,CEL,,2010,,,,,,
"เพดาน(15"")LED32W/DL bioB.          ", พด-20015-,CEL,,2010,,,,,,
เพดาน32W A-301แก้วดอกไม้ DC        , พด-30301-,,,,,,,,,
เพดาน 32W A-306 ลายปลา DC          , พด-30306-,,,,,,,,,
เพดานปรับ3สี(24W)เพชร-แตก331B      , พด-30331-,CEL,,2010,,,,,,
เพดานปรับ3สีLED(24W) 333B ดอกฟ้า   , พด-30333-,,,,,,,,,
เพดานLED24W/DLเพชรขาว              , พด-30375-,CEL,,2010,,,,,,
เพดานLED24W/DLเพชร-เทา             , พด-30379-,,,,,,,,,
เพดานLED(24W)385B/DLลาย[ขาว]DC     , พด-30385-,CEL,,2010,,,,,,
เพดาน โมเสด ลายดอกไม้ 757/32W      , พด-30757-,,,,,,,,,
เพดาน สีเงิน 8008/2                , พด-38008-2 334,,,,,,,,,
เพดาน CL-A 24W/3Step BEC           , พด-40000-3,BEC,,2010,,,,,,
เพดาน D-CEILING 10W/6000K BEC      , พด-40000-DL,BEC,,2010,,,,,,
เพดาน MUNICH 12W/6000K BEC         , พด-40012-DL,BEC,,2010,,,,,,
เพดาน MUNICH 24W/6000K BEC         , พด-40024-DL,,,,,,,,,
เพดาน MUNICH 24W/3000K BEC         , พด-40024-WW,,,,,,,,,
"เพดาน(13"")+อุปกรณ์ หมี HAT2775     ", พด-52775-2,,,,,,,,,
"เพดาน ลายดอก 12"" AS 9054 E27x2/EVL ", พด-59054-  503,,,,,,,,,
โคมเพดานLED24W AS-9160 ดอกไม้เขียว , พด-59160-,,,,,,,,,
เพดาน 32W(ครบชุด)องุ่น9974 Nat.    , พด-59974-1,,,,,,,,,
"พัดลมใบเขียว 48"" ซันโตรี่          ", พล-10048-G,Santory,,4012,,,,,,
"พัดลม48""+ก้าน+มอเตอร์ SW.          ", พล-20048-,Santory,,4012,,,,,,
"พัดลม56""+ก้าน+มอเตอร์ SW.          ", พล-20056-,Santory,,4012,,,,,,
ไฟกิ่งสีขาวLEDทรงกลม B004          , ฟก-00004-,CEL,,2013,,,,,,
ไฟกิ่ง[ขาว] LEDแสงวอร์ม B005       , ฟก-00005-,CEL,,2013,,,,,,
โคมไฟส่องรูป B19B สีดำ TAE         , ฟก-00019-001,CEL,,2013,,,,,,
ไฟกิ่ง สีขาวเหลือง A049/1          , ฟก-00049-121,CEL,,2013,,,,,,
ไฟกิ่ง 175/B กจ.ลายฝ้า-ใส T.       , ฟก-00175- 018,,,,,,,,,
ไฟกิ่ง QB00301/1W                  , ฟก-00301-022,CEL,,2013,,,,,,
*โชว์*ไฟกิ่ง ตะเกียงนม OB00427/1W  , ฟก-00427-13,,,,,,,,,
ไฟกิ่ง นางโลม OB00565/1            , ฟก-00565-110,CEL,,2013,,,,,,
ไฟกิ่ง นางโลม OB00565/2            , ฟก-00565-213,,,,,,,,,
ไฟกิ่ง ลายหอย 1006/1GR             , ฟก-01006-08,CEL,,2013,,,,,,
ไฟกิ่ง ลูกยอฟ้า FX-1454 TAE        , ฟก-01454-BL6,,,,,,,,,
ไฟกิ่ง ลูกยอม่วง FX-1454 TAE       , ฟก-01454-PU05,,,,,,,,,
ไฟกิ่ง 4506/1 E27 กระจก_กุหลาบ     , ฟก-04506-17,CEL,,2013,,,,,,
ไฟกิ่ง 4887B/2 E14                 , ฟก-04887-2023,,,,,,,,,
ไฟกิ่ง แก้วนม JWL6832 E27       026, ฟก-06832-,CEL,,2013,,,,,,
ไฟกิ่ง รูปหัวใจ JWL-6892           , ฟก-06892-  003,CEL,,2013,,,,,,
ไฟกิ่ง B7067/1PU E14 TAE           , ฟก-07067-002,CEL,,2013,,,,,,
             ไฟกิ่ง 8032/1 ไม้     , ฟก-08032-   -5,,,,,,,,,
ไฟกิ่ง 8925/1SL สีเงิน [ ] E27     , ฟก-08925- 004,,,,,,,,,
ไฟหน้ากระจก+หลอด G9x3 QWZ810       , ฟก-19381-,Philips,,2013,,,,,,
ไฟกิ่ง ไม้ D-2609/1 แก้วคว่ำ       , ฟก-32609-1 307,CEL,,2013,,,,,,
ไฟกิ่ง D-2929/1 ตะเกียง            , ฟก-32929-1 306,CEL,,2013,,,,,,
ไฟกิ่ง 5042/1                      , ฟก-35042-  303,CEL,,2013,,,,,,
ไฟกิ่ง ไม้ แก้วลูกเต๋า D-8871/1    , ฟก-38871-1 301,CEL,,2013,,,,,,
ไฟกิ่ง ไม้ แก้ว[นม]D-8886/1        , ฟก-38886-1 302,,,,,,,,,
ไฟกิ่ง ลายเลื่อม B 6263 E14x2      , ฟก-56263-2 502,CEL,,2013,,,,,,
ไฟกิ่ง ลายกนก B 6265 E14x2         , ฟก-56265-2,,,,,,,,,
ไฟกิ่ง B 6266/1 E27                , ฟก-56266-1 503,,,,,,,,,
ไฟกิ่ง เงือกน้อย_กระจกสี กB 6285   , ฟก-56285-,CEL,,2013,,,,,,
ไฟกิ่ง B-6313 ก้านโค้ง ดำล้วน      , ฟก-56313-  519,CEL,,2013,,,,,,
ไฟกิ่ง B-6315 ปรับหัว ฝาดำท้องขาว  , ฟก-56315-0,,,,,,,,,
ไฟกิ่ง เชิงเทียนดำ B 6356          , ฟก-56356-511,CEL,,2013,,,,,,
ไฟกิ่ง B-6363 ปรับก้าน 25~40cm.    , ฟก-56363- 521,,,,,,,,,
ไฟกิ่ง B 6366/1BL                  , ฟก-56366-1BL,,,,,,,,,
ไฟกิ่ง B 6367/1(PK)                , ฟก-56367-1PK,,,,,,,,,
ไฟกิ่ง B 6367/1(WH)                , ฟก-56367-1WH,,,,,,,,,
ไฟกิ่ง B 6368/1BK-ขาว*เขียนแบบ     , ฟก-56368-1BK,CEL,,2013,,,,,,
ไฟกิ่ง_ฐานไม้กระบอกนม B 6369/1     , ฟก-56369-1,CEL,,2013,,,,,,
ไฟกิ่งแก้ว[นม]คาดไม้ B6371/1       , ฟก-56371-1,CEL,,2013,,,,,,
ไฟกิ่ง ดอกพิกุลทอง B-6393/1        , ฟก-56393-1,CEL,,2013,,,,,,
โคมติดหัวเตียงLED B-6506/6400K EVL , ฟก-56506-DL,,,,,,,,,
โคมติดหัวเตียงLED B-6507/6400K EVL , ฟก-56507-DL,,,,,,,,,
ไฟกิ่ง LB 83303 5W 3แสงDL/CW/WW    , ฟก-58330-3,CEL,,2013,,,,,,
ไฟกิ่ง LB 83901/12W 6400K          , ฟก-58390-15,,,,,,,,,
ไฟกิ่ง WSG15-061                   , ฟก-60015-061,CEL,,2013,,,,,,
ไฟกิ่ง WSG15-071                   , ฟก-60015-071,,,,,,,,,
ไฟช่อ 8+3หัว QP00565               , ฟช-00565-803,CEL,,2011,,,,,,
ไฟห้อย ทรงน้ำเต้า/ม่วง 6396/3 T.   , ฟช-06396-3001,CEL,,2011,,,,,,
ไฟช่อคริสตัล MD2005-400 SL         , ฟช-22005-400,,,,,,,,,
โคมไฟล้อเกวียน C-D007/6หัวตะเกียง  , ฟช-30007-604,CEL,,2011,,,,,,
ไฟเชิงเทียน สีทอง+คริสตัล 111/6 DC , ฟช-30111-6,CEL,,2011,,,,,,
โคมไฟเขียนแบบ/ดำ1095/5-BK DC       , ฟช-31095-5,CEL,,2011,,,,,,
โคมไฟช่อ ก้านดัดดำDC-1149/5        , ฟช-31149-52,CEL,,2011,,,,,,
ไฟช่อทล.ขัดเงา 5หัววงเส้น          , ฟช-31560-5,CEL,,2011,,,,,,
ไฟช่อ แก้วตะเกียง2066/3 DC         , ฟช-32066-3301,CEL,,2011,,,,,,
ไฟห้อย 3883/3หัวสี ลายต้นมะพร้าว   , ฟช-33883-308,,,,,,,,,
โคมเชิงเทียน คริสตัล4109/5 DC      , ฟช-34109-5,CEL,,2011,,,,,,
ไฟช่อ โถแก้วสีชา 4839/5 DC         , ฟช-34839-514,CEL,,2011,,,,,,
ไฟห้อย( (ขาวนม) )+LED 5554/3       , ฟช-35554-37,,,,,,,,,
ไฟห้อย 3หัวสี8010/3 น้ำเต้า        , ฟช-38010-3 305,CEL,,2011,,,,,,
โคมไฟช่อ DC-8357/5                 , ฟช-38357-5,CEL,,2011,,,,,,
โคมไฟห้อย 3หัวเส้นใสC8439/3        , ฟช-38439-306,CEL,,2011,,,,,,
ไฟห้อย วงกลม CH-7219/9             , ฟช-57219-9,CEL,,2011,,,,,,
ไฟห้อย แมงมุม CH-7223/12           , ฟช-57223-12,CEL,,2011,,,,,,
ไฟช่อ เชิงเทียนดำ/เชือก CH-7228/6  , ฟช-57228-6,CEL,,2011,,,,,,
ชุดขั้วไฟดำ-เปลือย CH-7348/8E27    , ฟช-57348-8502 ,,,,,,,,,
"ไฟห้อยยาว 2M.CH-7389/8(8"")         ", ฟช-57389-8,,,,,,,,,
ไฟห้อยCH-7432/3หัวล้อเกวียน        , ฟช-57432-3,CEL,,2011,,,,,,
ไฟเชิงเทียนดำAB-8120/5xE14         , ฟช-58120-5517,CEL,,2011,,,,,,
ไฟช่อปัดดำAB-8124/5แก้วดอกไม้      , ฟช-58124-5,CEL,,2011,,,,,,
ไฟช่อ AB-8810/5แก้วลายแตก          , ฟช-58810-5,,,,,,,,,
ไฟช่อ AB-8876/5แก้วใส              , ฟช-58876-5,,,,,,,,,
ไฟช่อระย้า AB-8895/5 EVL           , ฟช-58895-5,CEL,,2011,,,,,,
ไฟช่อ AB-8969/5S ก้านขาวEVL        , ฟช-58969-5S,,,,,,,,,
โคมไฟก้านทองAB-8986/6(ใส)+G4       , ฟช-58986-6,,,,,,,,,
โคมไฟระย้าAB-8987/5ดอกไม้บาน       , ฟช-58987-5,CEL,,2011,,,,,,
โคมไฟระย้าAB-8988/5พิกุล           , ฟช-58988-59,,,,,,,,,
โคมไฟตั้งโต๊ะ TB 5214 EVL          , ฟต-55214-ใหญ่,,,,,,,,,
โคมไฟถ่ายหนังLB-81301แป้นE27Par30  , ฟร-58130-1,,,,,,,,,
ฟิวส์หลอดแก้ว 20mm.                , ฟว-00000-205฿,,,,,,,,,
โคมฝาชี+สาย 5เมตร Santoshi         , ฟห-00000-01,,,,,,,,,
ฝาชี+สาย 10เมตร                    , ฟห-00000-02,,,,,,,,,
ไฟห้อยผ้า+พู่ (  ) [  ]            , ฟห-00001-7/8/9,,,,,,,,,
"โคมไฟ(10"")น้ำเงิน+สายP79-250L      ", ฟห-00079-250L,CEL,,2012,,,,,,
